Mean,Std,Max,Min,Kurtosis,Skewness,RMS,AmplitudeRange,PeakFactor,ZeroCrossings,AnomalyLabel
-1.5482728596851116,-0.6222307096024012,-0.7560320009012997,0.5568568562548463,-0.8437728229855355,-0.5088080656991127,-0.6605084902245635,-0.6788898734387281,-1.2352939766655093,-0.6208502108179053,0.0
-1.287455686307384,-0.6464305050168387,-0.7560320009012997,0.6729463808463715,-1.287483985054778,-0.4032324470347051,-0.6821369313666173,-0.7274826717905739,-0.9108197085027816,-0.6208502108179053,0.0
-1.0846253090028453,-0.5860603318569164,-0.6145253013193878,0.5540943573453982,-0.8939067091685646,-0.9487833542718568,-0.618815273851545,-0.5942929513498199,0.29309721831591534,-0.7601196824484378,0.0
-0.9643540081736346,-0.5700625974118847,-0.6145253013193878,0.5540943573453982,-1.1069845338985382,-1.3318194850121678,-0.6009648908253878,-0.5942929513498199,0.01443449696423373,-1.1315049401298574,0.0
-1.0742527094712315,-0.6655643092218975,-0.7886753576048182,0.6569599943095267,-1.1356620563744726,-0.9903515306170357,-0.6979353316739734,-0.7400395088035163,-1.2222295147091926,-0.3423112675568405,0.0
-0.9966052493847304,-0.5940446990191368,-0.7030626076762962,0.5632713421849054,-0.9211654371149034,-1.3226087612759132,-0.6254072037961274,-0.6503410112239475,-0.913723172956629,-0.48158073918737293,0.0
-1.2268727654032439,-0.5723587704500712,-0.7030626076762962,0.5632713421849054,-1.3151796852477797,-1.137165315608986,-0.6070033559828231,-0.6503410112239475,-1.1604151663906572,-1.1315049401298574,0.0
-1.6546237550682745,-0.5865699135808093,-0.7568533936627151,0.5243555936311665,-1.0403397264541647,-0.6232837469268878,-0.6251568706045971,-0.665769823315939,-1.715662317349357,-0.8065428396586152,0.0
-1.6325969029251772,-0.5637628379351383,-0.722762556294751,0.5243555936311665,-1.1833892314750547,-0.4377437497488507,-0.6019502402951362,-0.6456678794795004,-1.5041244414781183,-0.8993891540789701,0.0
-1.332598433492715,-0.624309920846457,-0.722762556294751,0.6464453497889446,-1.1581425772468035,-0.23311046316112205,-0.6604848301016444,-0.6967722570938958,-0.7030780146785854,-0.992235468499325,0.0
-1.0752865521259447,-0.5892799028144843,-0.7000542663225281,0.5495729044046268,-1.1974420161095218,-1.135811462773834,-0.6218947950287059,-0.6428332204829732,-0.9178802947553878,-0.9458123112891476,0.0
-1.0502686774567465,-0.5916851501828516,-0.7000542663225281,0.5495729044046268,-1.2389524927901299,-1.3368038740250128,-0.6239143706247134,-0.6428332204829732,-0.8898868658883332,-1.0386586257095025,0.0
-0.8775460407125725,-0.656384421722904,-0.795701009369185,0.6974721473667364,-1.4780855613708106,-0.9789278395398846,-0.6850076297242057,-0.7611398351788812,-1.5368090939705297,-0.7136965252382602,0.0
-0.9758133122383543,-0.5587583421786102,-0.6518791706724237,0.5715346614791839,-1.2223744423490186,-1.1316963621814526,-0.5898666760461402,-0.6236191382351652,-0.6661371025958637,-0.8529659968687926,0.0
-1.4187734624850978,-0.5788681381471291,-0.6518791706724237,0.5715346614791839,-0.8731504047182798,-0.899544730310642,-0.6156223943716765,-0.6236191382351652,-0.3020256623958087,-0.7601196824484378,0.0
-1.5667773144052903,-0.6689388556036154,-0.747952934520539,0.5961954069404043,-0.49294431298281427,-1.355328381704345,-0.7078305346447589,-0.690592331061195,-0.3356323215398632,-0.3423112675568405,0.0
-1.3993847706204563,-0.6413616796864247,-0.747952934520539,0.5961954069404043,-0.8283441160474679,-0.7419108981072614,-0.6783983987059188,-0.690592331061195,-0.8345474580478389,-0.8065428396586152,0.0
-1.3532743731978798,-0.6152723218197178,-0.7584424507962558,0.6144270590715313,-1.3113131953702075,-0.7010644051118339,-0.6516317466328438,-0.7044089730136565,-1.3974662775408655,-1.177928097340035,0.0
-1.0070245274621938,-0.6413205810110315,-0.7584424507962558,0.6144270590715313,-0.9017993322468552,-1.4781734001974784,-0.6726360222184771,-0.7044089730136565,-1.0969497753399657,-1.0386586257095025,0.0
-1.154157125370685,-0.7585558509004247,-0.8289151100775449,0.7735925563008826,-0.2415537723556075,0.060498059874219294,-0.7915707590503004,-0.8125873143779517,-0.24100322629495663,-0.7136965252382602,0.0
-1.3882039330251894,-0.7890468712589312,-0.8548719336823548,0.8056683131892532,-0.6715877580131542,-0.2676869869177007,-0.8262643221428463,-0.8413192526067799,0.006578181769765789,-0.7136965252382602,0.0
-1.0426442772644944,-0.7969013987593899,-0.8548719336823548,0.8056683131892532,-0.2822964474110823,-0.8558012359015226,-0.8263898705771456,-0.8413192526067799,0.009963169723235358,0.5861518766467088,0.0
-1.1206585153426094,-0.7569338307691907,-0.8313287950972397,0.6731454969290569,0.4521941985247114,-1.575477583324867,-0.7892541530148817,-0.7719653945096141,-0.34856701100987736,0.6789981910670637,0.0
-1.0256275057819186,-0.7080296107447249,-0.8313287950972397,0.6731454969290569,-1.0614984021384888,-1.5681035691824061,-0.7390464318381094,-0.7719653945096141,-1.3366151630283774,-0.6672733680280828,0.0
-0.7735657745400003,-0.6573873977008449,-0.7522582494718855,0.6922089881516789,-1.1462624577604676,-1.0222195820155358,-0.6836996961745794,-0.7333203977471748,-0.8224148729886908,-0.7136965252382602,0.0
-1.2339299880885024,-0.5428912542953438,-0.7111252601084979,0.5416136144189337,-1.3970823214297994,-0.8734006865093811,-0.5774629899573507,-0.6460297207150587,-1.6298006960816822,-1.1315049401298574,0.0
-1.6096495192184899,-0.5547823448614069,-0.7111252601084979,0.5416136144189337,-1.1669449081522258,-0.36108547258485735,-0.5927297301026788,-0.6460297207150587,-1.4518796698387317,-0.7601196824484378,0.0
-1.6775485033918986,-0.5734300236548334,-0.7602496023126147,0.4468621389909754,-0.8324889413301094,-1.0075177898959111,-0.6119758032334555,-0.6353351854170131,-1.9220132719421132,-0.06377232429577571,0.0
-1.34161147584535,-0.5502539277163433,-0.7216823805218934,0.4468621389909754,-1.0480116329893248,-1.1008734574708492,-0.5860286815344775,-0.6125937045317973,-1.6762801441405024,-0.7601196824484378,0.0
-0.7995726896669194,-0.5562141752981166,-0.7216823805218934,0.5845841748333767,-1.5551427301677685,-0.9216916071760315,-0.5843362381455799,-0.670241447856125,-1.6955406066311036,-1.2243512545502124,0.0
-0.7278888401570239,-0.5117842594849877,-0.7280269851132394,0.5308747624688239,-1.3477897750270422,-1.5369900762117725,-0.5389010251439629,-0.6515008896427182,-2.2500084394486004,-0.9458123112891476,0.0
-0.824730904221304,-0.5611466942122685,-0.7280269851132394,0.5308747624688239,-0.9398046329400623,-1.4668769984006385,-0.5896925092201449,-0.6515008896427182,-1.7219298056474766,-0.9458123112891476,0.0
-1.2397213260711824,-0.642943331572505,-0.782958053049808,0.7234049711057333,-1.4074545412384625,-0.1692419428962318,-0.6779920941410336,-0.7644808171774858,-1.4239435068413868,-0.8065428396586152,0.0
-1.6742790674115013,-0.5920687752165894,-0.7543899625268266,0.5569979372205762,-1.1950771645274332,-0.2902558614086477,-0.6308292854757901,-0.6779806856738665,-1.6083272769952361,-0.7136965252382602,0.0
-1.7322732062438742,-0.604852174576431,-0.7543899625268266,0.5569979372205762,-1.3048865270028762,-0.5942505614058787,-0.6440547375642637,-0.6779806856738665,-1.4366529044113792,-0.8065428396586152,0.0
-1.0931536560405644,-0.5799233631649484,-0.7556311997294027,0.545238075446609,-1.2013594104032925,-1.4004148901474958,-0.6128006628235939,-0.6737901439278273,-1.8456418378580857,-1.0386586257095025,0.0
-0.5433786696797779,-0.5440038220126253,-0.6686173527627688,0.545238075446609,-1.185683451969514,-1.8734486766756093,-0.567159067615975,-0.6224817103497348,-1.1805298285005787,-0.9458123112891476,0.0
-0.6937344393299845,-0.5781238650613821,-0.6686173527627688,0.6269093332489265,-1.3658551220933117,-1.0366327755005182,-0.6039693161463566,-0.6566676972033613,-0.7094261205855765,-0.6672733680280828,0.0
-1.4852482772327147,-0.5604762393145543,-0.713717751954053,0.5882214897952526,-1.4774298235683745,-0.5615142451336244,-0.5976281967603424,-0.6670675475464398,-1.428970129861228,-0.5280038963975504,0.0
-1.565576188812878,-0.5847687974393272,-0.713717751954053,0.5882214897952526,-1.2724531056746933,-0.4952795499140526,-0.6227771406550511,-0.6670675475464398,-1.107508014613364,-0.8529659968687926,0.0
-1.369880903891567,-0.6222062551264387,-0.7239218651010273,0.6875221578259268,-1.0272999958568156,-0.07855082231009708,-0.6587941165183703,-0.714649799390422,-0.7476107577003279,-0.8065428396586152,0.0
-0.9752431900619613,-0.553196993127096,-0.7237164643841255,0.5240026051854305,-1.2459624494876576,-1.2124297364055658,-0.5843038593377484,-0.6460826052225633,-1.7237602366189249,-0.5744270536077278,0.0
-0.7715446112034301,-0.5699923871984302,-0.7237164643841255,0.5240026051854305,-1.1746278815490887,-1.4781599738094662,-0.597478244990711,-0.6460826052225633,-1.5712142707119214,-0.6672733680280828,0.0
-0.6524665914894568,-0.598634207087164,-0.7214978827913673,0.6865087096543193,-1.3448896107534498,-0.7338700790643522,-0.623287745386026,-0.7127962686701874,-1.2156821173251984,-0.992235468499325,0.0
-1.1975684740492274,-0.5345871300821176,-0.7214978827913673,0.5292503620244461,-1.27371738032964,-0.9772609891466885,-0.5686899232085249,-0.6469710083600013,-1.8654553345792377,-1.4100438833909221,0.0
-1.597489596033123,-0.5480903457326565,-0.7395322390945138,0.5292503620244461,-1.1760112440644312,-0.47481922250715675,-0.5858860132448017,-0.6576051155137567,-1.9230597039157806,-0.7601196824484378,0.0
-1.6078739346008022,-0.5570715518365168,-0.7395322390945138,0.5100415648170772,-1.1272708559032443,-0.488214978283979,-0.5950356286986972,-0.6495646897082115,-1.8211507570890022,-0.48158073918737293,0.0
-1.1483672568130547,-0.577658099259215,-0.7249172595132093,0.5100415648170772,-0.982381139408767,-1.3184932798010314,-0.6113084675341114,-0.6409468462817498,-1.4197537524748127,-1.0386586257095025,0.0
-0.6129844615368137,-0.5961524028799053,-0.7249172595132093,0.632497009756869,-1.4264548340239371,-0.8623100848874871,-0.6199646996080784,-0.6922042940487402,-1.3095780212079853,-1.177928097340035,0.0
-0.8784677074939702,-0.5242972041624334,-0.7450107222108556,0.5492319318579547,-1.5596420996062836,-1.1243489142206577,-0.5539206352376324,-0.6691994416062422,-2.323749764981473,-1.0386586257095025,0.0
-1.0416562625668804,-0.5701944210804175,-0.7450107222108556,0.5492319318579547,-1.1364477094026018,-1.1675068203843524,-0.6023066995510136,-0.6691994416062422,-1.8152216653340598,-1.0386586257095025,0.0
-1.3331809175552185,-0.6496143759538789,-0.7558486490722861,0.6752461484738553,-1.0387924675420865,-0.008363867004500881,-0.6859196403207519,-0.7283371944980661,-0.8475692801537378,-0.8993891540789701,0.0
-1.4392049155246307,-0.6001949243769903,-0.7558486490722861,0.5655754431676215,-1.046316671117237,-0.6362590734950678,-0.6373236785123277,-0.6824311880189977,-1.547431954329057,-0.6672733680280828,0.0
-1.4726411645504385,-0.6044301300788111,-0.7684993374663008,0.5655754431676215,-1.1681768374140997,-1.1327820612851085,-0.6419014558426847,-0.6898907709222839,-1.682172569705226,-0.7601196824484378,0.0
-0.6811014346435462,-0.589459131030518,-0.7743684218083962,0.571944856350415,-1.2576372471154111,-1.6149811209736946,-0.614881948200456,-0.6960176364290567,-2.0935816769007123,-1.08508178291968,0.0
-0.6846139010847127,-0.621694275010174,-0.7743684218083962,0.571944856350415,-0.7107419665038452,-1.4863666670297,-0.6466560222964981,-0.6960176364290567,-1.7120170200663574,-0.6672733680280828,0.0
-1.1508474176957209,-0.7192413037885022,-0.8103003643052589,0.7243227732599884,-0.39710791633877174,-0.7597258122138425,-0.7526300713242301,-0.780987610833089,-0.673490988099109,-0.11019548150595318,0.0
-1.445054788339869,-0.6969610076658467,-0.7922653371248368,0.681112745350375,-0.9888423116004278,-0.234401323614417,-0.7348502092643723,-0.7522662378038083,-0.6583934494826026,-0.38873442476701797,0.0
-1.2513748035503947,-0.7318201491531557,-0.7922653371248368,0.681112745350375,-0.42304000922408413,-0.9704369458261072,-0.7669467272044752,-0.7522662378038083,-0.004453880984775331,-0.2030417959263081,0.0
-0.8449187149976961,-0.7516577416307244,-0.811054753546491,0.752426718983085,-0.6224276777972335,-0.8223514314739688,-0.7772687876330977,-0.7931962032109288,-0.1733932968583394,-0.3423112675568405,0.0
-0.9048814294928694,-0.6309296474971854,-0.7928582827148203,0.6041684347496257,-1.1077047578170525,-1.354594209453324,-0.6604110877792646,-0.7204084936128962,-1.8260775769531967,-0.6672733680280828,0.0
-0.940736914789541,-0.618569080180705,-0.7880504038789673,0.6041684347496257,-1.2631868178477148,-1.215906012420192,-0.6488333050472501,-0.7175734881453701,-1.8974430915976346,-0.7601196824484378,0.0
-1.3452209252624305,-0.6304218338633895,-0.7358047609498994,0.6565365442173182,-1.0204082724599746,-0.16401291245793176,-0.6667780706274514,-0.7086866768827834,-0.8161185999814005,-0.8065428396586152,0.0
-1.3204741855693363,-0.5806431004437951,-0.7358047609498994,0.5961044373780409,-1.2577083610133089,-0.7468466253947035,-0.6164177952416361,-0.6833909820993751,-1.5139459548979501,-0.9458123112891476,0.0
-1.1715713113338684,-0.6110114747574071,-0.7844476178762396,0.5961044373780409,-1.093690923539088,-0.9466402348343534,-0.645049263135235,-0.7120736444647205,-1.8885588748280768,-1.1315049401298574,0.0
-0.6029658613212292,-0.5919199424115946,-0.6970993211017916,0.60134986403863,-1.0585632528472317,-0.6729770704232937,-0.6155836894958655,-0.6627636325265582,-0.9608730911635656,-0.992235468499325,0.0
-0.8124934520563708,-0.5614566412918688,-0.6970993211017916,0.5008412864253107,-0.794133813336282,-1.4636007932277724,-0.5897780467866138,-0.620692713020429,-1.2930204310458193,-0.8529659968687926,0.0
-1.3529894200596293,-0.6156873726224751,-0.7258979132392424,0.5008412864253107,-0.2744445927385966,-1.0043137729222409,-0.6520461973713453,-0.6376740407439759,-0.8804270919103042,-0.8529659968687926,0.0
-1.543569910730146,-0.5965586234014069,-0.7258979132392424,0.6046168466359781,-0.7835678812675402,-0.09437400022157298,-0.6345342702150923,-0.681112455096264,-1.1299448842081001,-0.8993891540789701,0.0
-1.1380659524791004,-0.6497285334408148,-0.7797441791337738,0.6046168466359781,-0.10530128964315175,-1.4353814229745074,-0.6832486325225462,-0.7128633505386558,-1.2930142163125364,-0.8529659968687926,0.0
-0.5957549089005354,-0.7188224495338555,-0.7597335104446873,0.7681909494265072,-0.2667980363219843,-0.3147683088405957,-0.7385138360494701,-0.7695328060242395,0.040334175779907055,-0.6672733680280828,0.0
-1.0183187223853398,-0.6272226873857949,-0.7597335104446873,0.6246727432605269,-1.0664993800133784,-1.0594312544688256,-0.6588198297435608,-0.709458899471682,-1.3183548643381415,-0.29588811034666307,0.0
-1.203962324832506,-0.6854662284515767,-0.80942492425322,0.6246727432605269,-0.14843352411206223,-1.3725089967705595,-0.7199662969866677,-0.738759852063449,-1.241665619321689,-0.11019548150595318,0.0
-1.3708220797709014,-0.7056888641115467,-0.7155013539183918,0.6378353089201263,0.9129115203523872,0.49054018230165464,-0.7426782350659789,-0.6888866348814291,0.9934497285684669,-0.2494649531364856,0.0
-0.9409439042286525,-0.6312759315921965,-0.7155013539183918,0.6270411136323709,-0.6884883947682524,-0.9494012783829288,-0.6614451534362176,-0.6843683964199148,-0.5717170479515301,-0.48158073918737293,0.0
-0.6435945926381627,-0.7100860442279208,-0.8151174287647874,0.6270411136323709,0.2948832171867284,-1.5776336611119277,-0.7315526848600307,-0.7431078377587916,-1.1535926043300335,-0.2030417959263081,0.0
-0.7111148236696572,-0.6734709256529197,-0.7242626689685462,0.6718552253264376,-0.33961290557107326,-0.13149331008912524,-0.6979192778230007,-0.7082928865072096,-0.09801043368663444,-0.5744270536077278,0.0
-1.2899050789913864,-0.611847308170746,-0.7242626689685462,0.5870052499251001,-0.6939190434123008,-0.7022269286125279,-0.6474477108532054,-0.6727763508047515,-0.9223329704733135,-0.6672733680280828,0.0
-1.8827904196834124,-0.642129475319206,-0.7607808091900634,0.5870052499251001,0.009075744521129525,-0.9560097363992154,-0.6823159703040986,-0.694309573817747,-0.9878822267052207,-0.3423112675568405,0.0
-1.1071318630272537,-0.5420286214952303,-0.6411084480273935,0.5582434692690798,-0.9764431045869445,-0.9119516351974398,-0.5750279039819143,-0.6117046602594725,-0.715101350969597,-0.8529659968687926,0.0
-0.47577143508515185,-0.6015229383509483,-0.6411084480273935,0.5582434692690798,0.1431022182067048,-1.6702306911554516,-0.6219415673235568,-0.6117046602594725,-0.048006556892208604,-0.5744270536077278,0.0
-0.6033517641526622,-0.718453532964949,-0.7905478715026198,0.7574481113413046,-0.21996012081240787,-0.01304100311083337,-0.7383906523417321,-0.7832060071978365,-0.5585481328229343,-0.11019548150595318,0.0
-1.3892296443865138,-0.5981570568524942,-0.7331066760331153,0.5572918494886183,-0.6182922486769373,-0.6701473064599798,-0.6347812013135441,-0.6655538459092963,-1.2357209731438823,-0.5744270536077278,0.0
-1.454690983408597,-0.6531185461962736,-0.7331066760331153,0.5572918494886183,0.6701193054050464,-1.2548854113385546,-0.6908254587942941,-0.6655538459092963,-0.3776121105867288,-0.38873442476701797,0.0
-1.0052476734345734,-0.6299006305983106,-0.6170585247322014,0.5608064784029227,0.7936686324042255,-0.6251028418364222,-0.6612545202784194,-0.5985962497016905,1.0037738749705702,-0.29588811034666307,0.0
-0.8558349477676155,-0.5840151984742712,-0.6170585247322014,0.5608064784029227,-0.35037541272086475,-1.185936453449914,-0.6129698456180376,-0.5985962497016905,0.1629624984394129,-0.5744270536077278,0.0
-0.6017297190759777,-0.7677636549369434,-0.7945648749177204,0.6984949231264477,2.9441088965379896,-1.8008079392649146,-0.7850369329704318,-0.760898017990635,0.36996727398308643,0.8646908199077736,0.0
-1.0512487160421962,-0.7571468327718217,-0.8293484003591759,0.643570074092968,0.7449849631856292,-0.6369962320572985,-0.7878917496686885,-0.7584179464018185,-0.33523507641830147,0.7718445054874187,0.0
-1.0522415163755447,-0.7323029011191637,-0.8293484003591759,0.643570074092968,-0.40921147538386676,-0.6632624537049812,-0.7635276340454267,-0.7584179464018185,-0.8493987300980341,0.1683434617551116,0.0
-0.9854654938032872,-0.8462420458569182,-0.8879503637986941,0.8453532986734128,0.16615637797798094,-0.8151573254034215,-0.8717838470474311,-0.8774355788028781,0.469730904149501,1.282499234799371,0.0
-0.8833349967984703,-0.7898452426154031,-0.8678220373534387,0.7449965003745243,-0.24276064613893128,-0.5021001560967914,-0.8150524483260675,-0.8235593571974537,-0.5996339742060816,0.40045924780599895,0.0
-1.1868869261145143,-0.7330194625247621,-0.8678220373534387,0.7395504280352807,-1.1967009080576652,-0.33022333954521677,-0.7669721873339485,-0.8212797381196635,-1.5875089484891434,-0.2030417959263081,0.0
-1.639332476871413,-0.7402227276989606,-0.8536048881317415,0.688990088234558,-0.5210308775912097,-0.3072817301647256,-0.7804120283643071,-0.7917329119535453,-1.0301976233726229,-0.2494649531364856,0.0
-0.8383256061612692,-0.6622795287397425,-0.706507264450744,0.6175463536582596,-0.4968786838055048,-1.279212300851184,-0.6899637489258352,-0.6750906369536546,0.06304847413655229,-0.9458123112891476,0.0
-0.5696851466822554,-0.6772191594131767,-0.706507264450744,0.6175463536582596,-0.051291052131129895,-1.494984199605393,-0.6978163842009941,-0.6750906369536546,0.20998801544105344,-0.7136965252382602,0.0
-0.7658266878061816,-0.6942458477916741,-0.6901575015769403,0.6975613697924874,0.48015028008675203,-0.16248121893182138,-0.7195246578790442,-0.698942580801932,0.9480220734546477,-0.38873442476701797,0.0
-1.4031390963990824,-0.6182168304038238,-0.6901575015769403,0.5949106200095163,-0.6739055573320474,-0.2393737132674233,-0.6551335398744117,-0.6559749900359187,-0.2690560027064966,-0.43515758197719545,0.0
-1.243660296108565,-0.6979329112034331,-0.8176118649109425,0.5949106200095163,0.3836337783124526,-1.7423718204309293,-0.733043697855243,-0.7311295081193263,-1.1754815533658347,0.1683434617551116,0.0
-0.5724253217042508,-0.7323080178805594,-0.7523769600798493,0.7047981613844451,0.8835788889394652,-0.3728762274318738,-0.7506276622853166,-0.7386599774655039,0.4466471788704141,0.1683434617551116,0.0
-0.9642159365581938,-0.6335177020901208,-0.7523769600798493,0.6564878113179164,-0.8793702666209375,-1.1208031027271024,-0.6641041628577576,-0.7184382123462997,-1.1245457602783664,-0.8529659968687926,0.0
-1.1286654096999797,-0.72248992340399,-0.8043756771796896,0.6564878113179164,1.059476135873838,-1.8884650885306247,-0.7554219347070079,-0.7490996853815769,-0.49842401396227937,0.26118977617546657,0.0
-1.296163971358612,-0.7124522348166402,-0.7166903553982149,0.6592752436523079,1.7048677053472503,0.051018705401419194,-0.748365935852455,-0.6985620756432755,1.1056494731590243,0.5861518766467088,0.0
-0.8546498310904211,-0.6533434668995491,-0.7166903553982149,0.6510050911531168,-0.418076772733225,-1.190178159812522,-0.6815245670664215,-0.6951003519938228,-0.25986456716671313,-0.3423112675568405,0.0
-0.4484354192723994,-0.7896589773138415,-0.8263091935840496,0.6510050911531168,2.40244359208938,-2.1573615306194,-0.7995486204538574,-0.7597380053563076,0.009556363680239013,0.26118977617546657,0.0
-0.9667648800769603,-0.7464688274251273,-0.7665182047472958,0.7098814873220297,0.7031008444424619,-0.22028529456473125,-0.7754244948266957,-0.7491262597349767,0.7423753012361045,0.2147666189652891,0.0
-1.1300303092399664,-0.7164717706751166,-0.7665182047472958,0.7098814873220297,-0.30722124834409237,-0.5781079511120781,-0.7494884622785851,-0.7491262597349767,0.13901197953509786,-0.11019548150595318,0.0
-1.1618015774087604,-0.8035515969795786,-0.8767963610727852,0.7510310082985439,0.9587734399170714,-1.8135089425890998,-0.8359062758915246,-0.8313770679781151,-0.2990663999849138,0.5397287194365313,0.0
-0.729536044767862,-0.7079024545641095,-0.6910208104036686,0.6879651361909154,0.606806879182519,-1.208128098934814,-0.7318343826697403,-0.6954348427893302,1.2113174189982998,0.2147666189652891,0.0
-0.8991111016904164,-0.7155912681356082,-0.6910208104036686,0.6879651361909154,0.8397690196830238,-0.9498072393433273,-0.7436295732563005,-0.6954348427893302,1.4963898654659376,0.9111139771179511,0.0
-1.4786977116057176,-0.8554462877849202,-0.9023156141843389,0.8222448496928046,0.7970542244215908,-1.4089548712394768,-0.8938736818832667,-0.8762334237850141,0.8204285796419925,1.5610381780604357,0.0
